I_Id,I_W,I_Fat_C,I_Vis,I_MRP_JD,I_category,I_MRP_US,O_Id,O_Establ_Y,O_Size,I_Recalled,O_Loc_T,O_T,I_O_Sales
NCI31,20,low fat,0.136249989,75.48649,Others,106.319,OUT010,2008,,NO,Tier 3,Family Basket,326.476
FDU20,,Regular,0.021478642,134.977958,Fruits and Vegetables,190.1098,OUT027,1995,Medium,NO,Tier 3,Cozmo,3554.2744
DRK13,11.8,Low Fat,0.115292579,190.143964,Soft Drinks,267.8084,OUT046,2007,Small,NO,Tier 1,Carrefour,2560.9008
DRJ24,11.8,Low Fat,0.113684058,179.127604,Soft Drinks,252.2924,OUT045,2012,,NO,Tier 2,Carrefour,2030.924
FDI20,19.1,Low Fat,0.038766968,198.912606,Fruits and Vegetables,280.1586,OUT045,2012,,NO,Tier 2,Carrefour,6089.6408
FDF10,15.5,Regular,0.157371634,151.685678,Snack Foods,213.6418,OUT045,2012,,NO,Tier 2,Carrefour,2387.127
FDQ45,9.5,Regular,0.011042052,179.886168,Snack Foods,253.3608,OUT046,2007,Small,NO,Tier 1,Carrefour,2201.3688
FDQ10,12.85,Low Fat,0.033297957,170.429962,Snack Foods,240.0422,OUT035,2014,Small,NO,Tier 2,Carrefour,5525.7082
FDM36,11.65,Regular,0.058844726,169.790962,Baking Goods,239.1422,OUT035,2014,Small,NO,Tier 2,Carrefour,3111.5174
FDN12,15.6,Low Fat,0,127.696624,Baking Goods,179.8544,OUT018,2019,Medium,NO,Tier 3,C-Town,1634.1072
FDD50,18.85,Low Fat,0.141649348,167.853372,Canned,236.4132,OUT013,1997,High,NO,Tier 3,Carrefour,3054.9244
FDG17,6.865,Regular,0.036020934,221.838506,Frozen Foods,312.4486,OUT049,2009,Medium,NO,Tier 1,Carrefour,6533.0636
FDY58,11.65,Low Fat,0.040105644,209.712274,Snack Foods,295.3694,OUT049,2009,Medium,NO,Tier 1,Carrefour,4747.388
NCK29,,Low Fat,0,135.94583,Health and Hygiene,191.473,OUT019,1995,Small,NO,Tier 1,Family Basket,549.519
FDM32,20.5,Low Fat,0,112.80693,Fruits and Vegetables,158.883,OUT010,2008,,NO,Tier 3,Family Basket,269.883
FDL46,20.35,Low Fat,0.054181927,131.241086,Snack Foods,184.8466,OUT046,2007,Small,NO,Tier 1,Carrefour,2536.932
FDC51,10.895,Regular,0.009761821,134.80983,Dairy,189.873,OUT049,2009,Medium,NO,Tier 1,Carrefour,2643.46
FDF16,7.3,Low Fat,0.086391286,152.797396,Frozen Foods,215.2076,OUT049,2009,Medium,NO,Tier 1,Carrefour,2101.4988
NCV54,11.1,Low Fat,0.033206389,131.003804,Household,184.5124,OUT013,1997,High,NO,Tier 3,Carrefour,1246.6116
FDE35,7.06,Regular,0.044114429,91.086184,Starchy Foods,128.2904,OUT045,2012,,NO,Tier 2,Carrefour,824.4944
FDA23,9.8,Low Fat,0.047303116,118.855136,Baking Goods,167.4016,OUT035,2014,Small,NO,Tier 2,Carrefour,2608.8384
FDI46,9.5,Low Fat,0.074621043,227.180404,Snack Foods,319.9724,OUT045,2012,,NO,Tier 2,Carrefour,2696.724
FDZ21,17.6,Regular,0.039314221,117.39211,Snack Foods,165.341,OUT013,1997,High,NO,Tier 3,Carrefour,1145.41
DRK13,11.8,Low Fat,0.115944014,189.078964,Soft Drinks,266.3084,OUT017,2017,,NO,Tier 2,Carrefour,4743.3932
FDX36,9.695,Regular,0.129133866,209.407684,Baking Goods,294.9404,OUT017,2017,,NO,Tier 2,Carrefour,2880.4848
FDY22,16.5,Regular,0.160496305,150.458088,Snack Foods,211.9128,OUT018,2019,Medium,NO,Tier 3,C-Town,1761.9408
FDR32,,Regular,0.085517428,209.286274,Fruits and Vegetables,294.7694,OUT027,1995,Medium,NO,Tier 3,Cozmo,6345.9738
DRF25,9,Low Fat,0.039050251,73.07249,Soft Drinks,102.919,OUT046,2007,Small,NO,Tier 1,Carrefour,656.047
FDK20,12.6,Regular,0.041682653,136.680112,Fruits and Vegetables,192.5072,OUT046,2007,Small,NO,Tier 1,Carrefour,2630.144
DRI11,,Low Fat,0.060362465,130.628214,Hard Drinks,183.9834,OUT019,1995,Small,NO,Tier 1,Family Basket,525.5502
FDH05,14.35,Regular,0.091223018,214.134864,Frozen Foods,301.5984,OUT045,2012,,NO,Tier 2,Carrefour,2033.5872
FDA46,13.6,Low Fat,0.117999024,185.745656,Snack Foods,261.6136,OUT045,2012,,NO,Tier 2,Carrefour,4651.5128
DRD24,13.85,Low Fat,0.030920085,150.033934,Soft Drinks,211.3154,OUT046,2007,Small,NO,Tier 1,Carrefour,2165.4156
FDL39,16.1,Regular,0.063814583,177.451578,Dairy,249.9318,OUT017,2017,,NO,Tier 2,Carrefour,6134.2494
FDD52,18.25,Regular,0.184166545,126.49147,Dairy,178.157,OUT018,2019,Medium,NO,Tier 3,C-Town,2047.569
FDR55,12.15,reg,0.13295566,183.667912,Fruits and Vegetables,258.6872,OUT017,2017,,NO,Tier 2,Carrefour,2449.0464
DRI13,15.35,Low Fat,0.020566939,201.960068,Soft Drinks,284.4508,OUT017,2017,,NO,Tier 2,Carrefour,5606.27
FDG31,,Low Fat,0.037837875,94.062646,Meat,132.4826,OUT027,1995,Medium,NO,Tier 3,Cozmo,2698.7214
FDP04,15.35,Low Fat,0.013965784,94.583928,Frozen Foods,133.2168,OUT045,2012,,NO,Tier 2,Carrefour,1138.752
FDH35,18.25,Low Fat,0.060323496,163.976346,Starchy Foods,230.9526,OUT013,1997,High,NO,Tier 3,Carrefour,1331.1682
NCB42,11.8,Low Fat,0.008684557,131.526932,Health and Hygiene,185.2492,OUT035,2014,Small,NO,Tier 2,Carrefour,2612.8332
FDQ14,9.27,Low Fat,0.062008353,153.29255,Dairy,215.905,OUT049,2009,Medium,NO,Tier 1,Carrefour,1827.855
FDI19,,Low Fat,0.052210615,220.704352,Meat,310.8512,OUT027,1995,Medium,NO,Tier 3,Cozmo,5996.4288
FDJ55,12.8,Regular,0.039510992,207.916684,Meat,292.8404,OUT010,2008,,NO,Tier 3,Family Basket,1755.2828
DRN59,15,Low Fat,0.064366345,80.37626,Hard Drinks,113.206,OUT049,2009,Medium,NO,Tier 1,Carrefour,972.302
NCR06,12.5,Low Fat,0.006884519,78.675952,Household,110.8112,OUT013,1997,High,NO,Tier 3,Carrefour,819.168
NCF42,17.35,Low Fat,0.167368769,173.432552,Household,244.2712,OUT013,1997,High,NO,Tier 3,Carrefour,3168.1104
FDG24,7.975,Low Fat,0.01481575,108.43475,Baking Goods,152.725,OUT018,2019,Medium,NO,Tier 3,C-Town,1927.725
FDB58,10.5,Regular,0.013676445,149.110934,Snack Foods,210.0154,OUT018,2019,Medium,NO,Tier 3,C-Town,2590.8618
FDQ56,,Low Fat,0.105210956,106.777468,Fruits and Vegetables,150.3908,OUT027,1995,Medium,NO,Tier 3,Cozmo,3871.1952
NCV41,14.35,Low Fat,0.017163777,128.171188,Health and Hygiene,180.5228,OUT046,2007,Small,NO,Tier 1,Carrefour,2169.4104
FDW19,12.35,Regular,0.038843195,126.84647,Fruits and Vegetables,178.657,OUT017,2017,,NO,Tier 2,Carrefour,2267.283
FDO56,10.195,Regular,0.075416577,132.898368,Fruits and Vegetables,187.1808,OUT010,2008,,NO,Tier 3,Family Basket,531.5424
FDI41,18.5,Regular,0,153.886678,Frozen Foods,216.7418,OUT045,2012,,NO,Tier 2,Carrefour,2681.4106
FDN10,11.5,Low Fat,0,133.133804,Snack Foods,187.5124,OUT018,2019,Medium,NO,Tier 3,C-Town,1009.5868
FDY20,12.5,Regular,0.082210787,113.776648,Fruits and Vegetables,160.2488,OUT018,2019,Medium,NO,Tier 3,C-Town,1538.232
DRM37,,LF,0.096056002,189.269528,Soft Drinks,266.5768,OUT027,1995,Medium,NO,Tier 3,Cozmo,7077.688
FDV34,10.695,Regular,0.011573629,100.041698,Snack Foods,140.9038,OUT045,2012,,NO,Tier 2,Carrefour,1214.6532
NCX18,14.15,Low Fat,0.00891732,186.73781,Household,263.011,OUT035,2014,Small,NO,Tier 2,Carrefour,2144.11
FDY10,17.6,Low Fat,0.049292388,129.871496,Snack Foods,182.9176,OUT045,2012,,NO,Tier 2,Carrefour,2126.7992
NCZ17,,Low Fat,0.079171992,76.573926,Health and Hygiene,107.8506,OUT027,1995,Medium,NO,Tier 3,Cozmo,1660.0734
FDT12,6.215,Regular,0.049705407,209.738402,Baking Goods,295.4062,OUT013,1997,High,NO,Tier 3,Carrefour,5371.2426
FDD57,18.1,Low Fat,0.022524592,116.446674,Fruits and Vegetables,164.0094,OUT046,2007,Small,NO,Tier 1,Carrefour,1988.9786
FDK45,11.65,Low Fat,0.034051852,127.50606,Seafood,179.586,OUT045,2012,,NO,Tier 2,Carrefour,3575.58
FDJ57,7.42,Regular,0.021742397,179.671322,Seafood,253.0582,OUT045,2012,,NO,Tier 2,Carrefour,5381.2296
NCI31,20,Low Fat,0.0815786,74.42149,Others,104.819,OUT049,2009,Medium,NO,Tier 1,Carrefour,948.999
FDZ48,17.75,LF,0.07620272,128.122624,Baking Goods,180.4544,OUT049,2009,Medium,NO,Tier 1,Carrefour,2528.9424
FDI16,14,Regular,0.135900701,87.02044,Frozen Foods,122.564,OUT046,2007,Small,NO,Tier 1,Carrefour,1777.92
FDZ31,15.35,Regular,0,185.345784,Fruits and Vegetables,261.0504,OUT049,2009,Medium,NO,Tier 1,Carrefour,2672.7552
DRG15,6.13,Low Fat,0.077016526,91.983056,Dairy,129.5536,OUT045,2012,,NO,Tier 2,Carrefour,976.2968
FDX36,9.695,Regular,0.128668405,209.123684,Baking Goods,294.5404,OUT045,2012,,NO,Tier 2,Carrefour,4680.808
FDD40,20.25,Regular,0.014918357,184.256502,Dairy,259.5162,OUT046,2007,Small,NO,Tier 1,Carrefour,3258.6592
FDA04,,Regular,0.066531853,232.735302,Frozen Foods,327.7962,OUT027,1995,Medium,NO,Tier 3,Cozmo,5877.9164
FDL21,15.85,Regular,0.007265468,77.28208,Snack Foods,108.848,OUT013,1997,High,NO,Tier 3,Carrefour,859.116
FDS21,19.85,Regular,0.020983779,92.881774,Snack Foods,130.8194,OUT013,1997,High,NO,Tier 3,Carrefour,1108.791
DRF23,4.61,Low Fat,0.123471085,170.783116,Hard Drinks,240.5396,OUT017,2017,,NO,Tier 2,Carrefour,3843.2316
FDM46,7.365,Low Fat,0.160062597,114.95752,Snack Foods,161.912,OUT035,2014,Small,NO,Tier 2,Carrefour,1484.968
DRG49,,Low Fat,0.067253641,220.702506,Soft Drinks,310.8486,OUT027,1995,Medium,NO,Tier 3,Cozmo,3600.8804
FDG26,18.85,low fat,0.042861348,229.99243,Canned,323.933,OUT045,2012,,NO,Tier 2,Carrefour,4024.995
FDR51,,Regular,0.172754683,153.694268,Meat,216.4708,OUT027,1995,Medium,NO,Tier 3,Cozmo,3941.77
FDV39,11.3,Low Fat,0.007403512,187.967246,Meat,264.7426,OUT035,2014,Small,NO,Tier 2,Carrefour,2948.3964
FDC39,7.405,Low Fat,0,194.348016,Dairy,273.7296,OUT017,2017,,NO,Tier 2,Carrefour,4750.0512
FDP45,15.7,Regular,0.03092307,227.890404,Snack Foods,320.9724,OUT017,2017,,NO,Tier 2,Carrefour,3200.0688
FDC56,7.72,Low Fat,0.12164572,132.23324,Fruits and Vegetables,186.244,OUT046,2007,Small,NO,Tier 1,Carrefour,1138.752
FDK38,6.65,Low Fat,0.053716345,154.619114,Canned,217.7734,OUT017,2017,,NO,Tier 2,Carrefour,2555.5744
NCJ29,10.6,low fat,0.035288639,108.219904,Health and Hygiene,152.4224,OUT013,1997,High,NO,Tier 3,Carrefour,1032.224
NCF19,,Low Fat,0.061595858,82.788414,Household,116.6034,OUT019,1995,Small,NO,Tier 1,Family Basket,325.8102
FDG59,15.85,Low Fat,0.043351398,74.916644,Starchy Foods,105.5164,OUT035,2014,Small,NO,Tier 2,Carrefour,450.3148
FDE59,12.15,Low Fat,0.062765143,74.303772,Starchy Foods,104.6532,OUT017,2017,,NO,Tier 2,Carrefour,431.6724
FDB04,11.35,Regular,0.06370894,111.814776,Dairy,157.4856,OUT017,2017,,NO,Tier 2,Carrefour,1322.5128
NCK05,20.1,Low Fat,0.077514797,91.486056,Health and Hygiene,128.8536,OUT013,1997,High,NO,Tier 3,Carrefour,1527.5792
FDR03,15.7,Regular,0.00891035,193.82858,Meat,272.998,OUT017,2017,,NO,Tier 2,Carrefour,5546.348
FDQ03,,Regular,0.136717891,217.277608,Meat,306.0248,OUT019,1995,Small,NO,Tier 1,Family Basket,891.0744
FDC59,16.7,Regular,0.055062907,93.873928,Starchy Foods,132.2168,OUT017,2017,,NO,Tier 2,Carrefour,1841.8368
DRB13,6.115,Regular,0.007209185,183.99863,Soft Drinks,259.153,OUT017,2017,,NO,Tier 2,Carrefour,3595.554
NCE54,20.7,Low Fat,0.027177013,100.774134,Household,141.9354,OUT017,2017,,NO,Tier 2,Carrefour,1835.1788
FDC10,9.8,reg,0.072988893,132.492958,Snack Foods,186.6098,OUT035,2014,Small,NO,Tier 2,Carrefour,1023.5686
FDR46,,Low Fat,0.244227315,153.41396,Snack Foods,216.076,OUT019,1995,Small,NO,Tier 1,Family Basket,326.476
FDA10,20.35,Low Fat,0.141914197,134.834112,Snack Foods,189.9072,OUT035,2014,Small,NO,Tier 2,Carrefour,1527.5792
FDP23,,Low Fat,0.035539528,203.213786,Breads,286.2166,OUT027,1995,Medium,NO,Tier 3,Cozmo,3881.1822
FDJ41,6.85,Low Fat,0.022989238,232.922174,Frozen Foods,328.0594,OUT013,1997,High,NO,Tier 3,Carrefour,6198.1662
FDL46,20.35,Low Fat,0.054136943,131.028086,Snack Foods,184.5466,OUT013,1997,High,NO,Tier 3,Carrefour,2065.5456
FDX33,9.195,Regular,0.117587619,161.140038,Snack Foods,226.9578,OUT035,2014,Small,NO,Tier 2,Carrefour,2426.4092
NCL29,9.695,Low Fat,0.11424158,161.070884,Health and Hygiene,226.8604,OUT049,2009,Medium,NO,Tier 1,Carrefour,4616.8912
FDE16,,Low Fat,0.046249444,195.104734,Frozen Foods,274.7954,OUT019,1995,Small,NO,Tier 1,Family Basket,1013.5816
FDM57,11.65,Regular,0.075974167,108.765468,Snack Foods,153.1908,OUT046,2007,Small,NO,Tier 1,Carrefour,2361.1608
FDZ36,6.035,Regular,0.065854039,181.99004,Baking Goods,256.324,OUT013,1997,High,NO,Tier 3,Carrefour,1671.392
NCW42,18.2,Low Fat,0.097990088,205.790376,Household,289.8456,OUT010,2008,,NO,Tier 3,Family Basket,1064.1824
NCI54,,LF,0.058952583,126.728752,Household,178.4912,OUT019,1995,Small,NO,Tier 1,Family Basket,616.7648
DRK01,7.63,Low Fat,0.061438057,114.553956,Soft Drinks,161.3436,OUT018,2019,Medium,NO,Tier 3,C-Town,1503.6104
FDX10,6.385,Regular,0.124086415,71.914054,Snack Foods,101.2874,OUT045,2012,,NO,Tier 2,Carrefour,321.1496
FDO46,9.6,Regular,0.014395394,181.324912,Snack Foods,255.3872,OUT018,2019,Medium,NO,Tier 3,C-Town,2827.2208
FDD16,20.5,Low Fat,0.060972634,101.579416,Frozen Foods,143.0696,OUT010,2008,,NO,Tier 3,Family Basket,329.1392
FDZ20,,Low Fat,0,227.935276,Fruits and Vegetables,321.0356,OUT027,1995,Medium,NO,Tier 3,Cozmo,11625.102
NCI18,18.35,Low Fat,0.014228354,208.366966,Household,293.4746,OUT017,2017,,NO,Tier 2,Carrefour,1526.2476
DRI25,19.6,Low Fat,0.034026442,88.225594,Soft Drinks,124.2614,OUT046,2007,Small,NO,Tier 1,Carrefour,953.6596
FDY44,14.15,Regular,0.024579052,188.29981,Fruits and Vegetables,265.211,OUT045,2012,,NO,Tier 2,Carrefour,3911.809
FDW38,,Regular,0,87.990158,Dairy,123.9298,OUT019,1995,Small,NO,Tier 1,Family Basket,287.8596
FDY33,,Regular,0.096855427,161.188602,Snack Foods,227.0262,OUT027,1995,Medium,NO,Tier 3,Cozmo,6067.6694
DRH51,17.6,Low Fat,0.097323194,112.098776,Dairy,157.8856,OUT035,2014,Small,NO,Tier 2,Carrefour,531.5424
FDT32,19,Regular,0.066130186,182.059194,Fruits and Vegetables,256.4214,OUT017,2017,,NO,Tier 2,Carrefour,3006.321
FDI50,8.42,Regular,0.031015618,210.681992,Canned,296.7352,OUT049,2009,Medium,NO,Tier 1,Carrefour,6134.9152
FDB60,9.3,Low Fat,0.028623354,187.307656,Baking Goods,263.8136,OUT013,1997,High,NO,Tier 3,Carrefour,2512.9632
FDP09,19.75,LF,0.034008448,199.716042,Snack Foods,281.2902,OUT035,2014,Small,NO,Tier 2,Carrefour,4427.804
FDA20,6.78,Low Fat,0.066690644,179.86004,Fruits and Vegetables,253.324,OUT013,1997,High,NO,Tier 3,Carrefour,4094.904
NCX05,,Low Fat,0.170068195,130.816932,Health and Hygiene,184.2492,OUT019,1995,Small,NO,Tier 1,Family Basket,295.8492
DRF37,17.25,Low Fat,0,235.42961,Soft Drinks,331.591,OUT045,2012,,NO,Tier 2,Carrefour,968.973
FDJ26,15.3,Regular,0.084890192,200.945478,Canned,283.0218,OUT046,2007,Small,NO,Tier 1,Carrefour,2103.4962
FDZ25,15.7,Regular,0.027742046,167.75809,Canned,236.279,OUT046,2007,Small,NO,Tier 1,Carrefour,4254.696
FDZ58,17.85,Low Fat,0.052291995,134.692112,Snack Foods,189.7072,OUT035,2014,Small,NO,Tier 2,Carrefour,2997.6656
FDZ50,,Regular,0,179.105168,Dairy,252.2608,OUT027,1995,Medium,NO,Tier 3,Cozmo,6244.1064
NCG18,15.3,Low Fat,0.038585297,122.143572,Household,172.0332,OUT010,2008,,NO,Tier 3,Family Basket,385.0664
FDZ56,16.25,Low Fat,0.025914175,166.812654,Fruits and Vegetables,234.9474,OUT045,2012,,NO,Tier 2,Carrefour,3043.6058
FDH50,15,Regular,0.161426097,179.719886,Canned,253.1266,OUT013,1997,High,NO,Tier 3,Carrefour,2393.1192
DRO35,13.85,Low Fat,0.034765466,130.745932,Hard Drinks,184.1492,OUT045,2012,,NO,Tier 2,Carrefour,1454.3412
DRH51,,Low Fat,0,111.601776,Dairy,157.1856,OUT027,1995,Medium,NO,Tier 3,Cozmo,2289.2544
FDS19,13.8,Regular,0.064432102,103.163852,Fruits and Vegetables,145.3012,OUT049,2009,Medium,NO,Tier 1,Carrefour,1773.9252
NCM06,7.475,Low Fat,0.076161381,157.595576,Household,221.9656,OUT018,2019,Medium,NO,Tier 3,C-Town,2805.9152
FDP52,18.7,Regular,0.071216591,210.58671,Frozen Foods,296.601,OUT017,2017,,NO,Tier 2,Carrefour,5003.721
FDK02,12.5,Low Fat,0.187966082,132.94324,Canned,187.244,OUT010,2008,,NO,Tier 3,Family Basket,299.844
FDG59,15.85,Low Fat,0.043359574,75.484644,Starchy Foods,106.3164,OUT046,2007,Small,NO,Tier 1,Carrefour,720.6296
FDN20,,Low Fat,0.026180106,168.658654,Fruits and Vegetables,237.5474,OUT027,1995,Medium,NO,Tier 3,Cozmo,4391.185
FDO57,20.75,Low Fat,0.109278001,162.844038,Snack Foods,229.3578,OUT018,2019,Medium,NO,Tier 3,C-Town,4672.8184
NCJ30,5.82,Low Fat,0.08075023,167.82909,Household,236.379,OUT035,2014,Small,NO,Tier 2,Carrefour,1368.453
FDQ31,5.785,Regular,0.0902542,112.098776,Fruits and Vegetables,157.8856,OUT010,2008,,NO,Tier 3,Family Basket,355.7712
FDC05,13.1,Regular,0.099063169,187.281528,Frozen Foods,263.7768,OUT049,2009,Medium,NO,Tier 1,Carrefour,4318.6128
FDM08,10.1,Regular,0,208.107248,Fruits and Vegetables,293.1088,OUT013,1997,High,NO,Tier 3,Carrefour,3759.3408
NCA41,16.75,Low Fat,0.032705547,184.682502,Health and Hygiene,260.1162,OUT035,2014,Small,NO,Tier 2,Carrefour,4028.324
FDK15,,Low Fat,0.098062252,118.501982,Meat,166.9042,OUT027,1995,Medium,NO,Tier 3,Cozmo,5140.21
FDX56,17.1,Regular,0,196.360298,Fruits and Vegetables,276.5638,OUT049,2009,Medium,NO,Tier 1,Carrefour,5563.6588
FDT21,7.42,Low Fat,0.020516845,225.005532,Snack Foods,316.9092,OUT046,2007,Small,NO,Tier 1,Carrefour,2421.0828
FDQ46,7.51,Low Fat,0.103938029,129.045624,Snack Foods,181.7544,OUT046,2007,Small,NO,Tier 1,Carrefour,851.1264
FDS01,,Low Fat,0.031194203,175.844706,Canned,247.6686,OUT019,1995,Small,NO,Tier 1,Family Basket,357.7686
FDW34,,Low Fat,0.062419473,220.39607,Snack Foods,310.417,OUT019,1995,Small,NO,Tier 1,Family Basket,666.034
FDX07,19.2,Regular,0.023039478,176.92845,Fruits and Vegetables,249.195,OUT035,2014,Small,NO,Tier 2,Carrefour,2560.235
FDN13,18.6,Low Fat,0.152183281,119.234418,Breakfast,167.9358,OUT046,2007,Small,NO,Tier 1,Carrefour,381.0716
NCP02,7.105,Low Fat,0.045116294,90.351902,Household,127.2562,OUT018,2019,Medium,NO,Tier 3,C-Town,831.8182
FDT48,4.92,Low Fat,0.046339971,190.143964,Baking Goods,267.8084,OUT017,2017,,NO,Tier 2,Carrefour,4148.168
FDZ49,11,Regular,0.13324544,205.601658,Canned,289.5798,OUT035,2014,Small,NO,Tier 2,Carrefour,4367.2162
NCJ17,7.68,Low Fat,0.255473289,108.219904,Health and Hygiene,152.4224,OUT010,2008,,NO,Tier 3,Family Basket,350.4448
FDB17,13.15,Low Fat,0.037004539,177.072296,Frozen Foods,249.3976,OUT017,2017,,NO,Tier 2,Carrefour,3258.6592
FDP48,7.52,Regular,0.044327545,178.20645,Baking Goods,250.995,OUT018,2019,Medium,NO,Tier 3,C-Town,4574.28
FDI53,8.895,Regular,0.137983955,163.387756,Frozen Foods,230.1236,OUT049,2009,Medium,NO,Tier 1,Carrefour,2757.9776
FDW02,4.805,Regular,0.037793051,138.286984,Dairy,194.7704,OUT013,1997,High,NO,Tier 3,Carrefour,2808.5784
FDL20,,Low Fat,0.224962308,128.359906,Fruits and Vegetables,180.7886,OUT019,1995,Small,NO,Tier 1,Family Basket,402.3772
FDV32,7.785,Low Fat,0.089194748,92.83321,Fruits and Vegetables,130.751,OUT018,2019,Medium,NO,Tier 3,C-Town,1887.777
FDG38,8.975,Regular,0.053152398,109.355904,Canned,154.0224,OUT017,2017,,NO,Tier 2,Carrefour,1458.336
NCB31,,Low Fat,0.118224673,234.93261,Household,330.891,OUT027,1995,Medium,NO,Tier 3,Cozmo,5702.811
FDF52,9.3,Low Fat,0,178.159732,Frozen Foods,250.9292,OUT017,2017,,NO,Tier 2,Carrefour,4193.4424
FDB15,10.895,Low Fat,0.137148446,235.547328,Dairy,331.7568,OUT049,2009,Medium,NO,Tier 1,Carrefour,7826.0472
FDO48,15,Regular,0.027075104,205.151376,Baking Goods,288.9456,OUT018,2019,Medium,NO,Tier 3,C-Town,1948.3648
NCR53,12.15,Low Fat,0,207.632684,Health and Hygiene,292.4404,OUT018,2019,Medium,NO,Tier 3,C-Town,5806.01
FDF56,16.7,Regular,0.119487812,176.362296,Fruits and Vegetables,248.3976,OUT013,1997,High,NO,Tier 3,Carrefour,3258.6592
FDL57,15.1,Regular,0.067475054,230.984584,Snack Foods,325.3304,OUT018,2019,Medium,NO,Tier 3,C-Town,4054.956
NCC31,8.02,Low Fat,0,160.316012,Household,225.7972,OUT013,1997,High,NO,Tier 3,Carrefour,1893.7692
FDE33,19.35,reg,0.049837775,103.847724,Fruits and Vegetables,146.2644,OUT049,2009,Medium,NO,Tier 1,Carrefour,1672.7236
FDV52,20.7,Regular,0.122333091,133.300086,Frozen Foods,187.7466,OUT017,2017,,NO,Tier 2,Carrefour,4186.7844
FDR46,,Low Fat,0.138867518,152.98796,Snack Foods,215.476,OUT027,1995,Medium,NO,Tier 3,Cozmo,3548.948
DRE12,4.59,Low Fat,0.070905558,129.63606,Soft Drinks,182.586,OUT046,2007,Small,NO,Tier 1,Carrefour,1425.046
FDD57,18.1,Low Fat,0.037617325,116.091674,Fruits and Vegetables,163.5094,OUT010,2008,,NO,Tier 3,Family Basket,275.2094
NCS41,12.85,Low Fat,0.053652105,179.744168,Health and Hygiene,253.1608,OUT049,2009,Medium,NO,Tier 1,Carrefour,2568.8904
NCY41,16.75,low fat,0.076289013,72.457772,Health and Hygiene,102.0532,OUT017,2017,,NO,Tier 2,Carrefour,755.2512
FDV22,14.85,Regular,0.010120002,157.94873,Snack Foods,222.463,OUT017,2017,,NO,Tier 2,Carrefour,3935.112
FDF12,8.235,Low Fat,0.08272002,154.146396,Baking Goods,217.1076,OUT045,2012,,NO,Tier 2,Carrefour,1362.4608
FDM13,6.425,Low Fat,0.063247753,141.547446,Breakfast,199.3626,OUT013,1997,High,NO,Tier 3,Carrefour,442.3252
FDQ56,6.59,Low Fat,0.105722316,107.558468,Fruits and Vegetables,151.4908,OUT046,2007,Small,NO,Tier 1,Carrefour,1522.2528
FDW55,,Regular,0.021988506,223.656532,Fruits and Vegetables,315.0092,OUT027,1995,Medium,NO,Tier 3,Cozmo,5658.2024
NCT29,,Low Fat,0.063925266,135.639394,Health and Hygiene,191.0414,OUT027,1995,Medium,NO,Tier 3,Cozmo,4809.9732
NCX42,6.36,Low Fat,0.006137413,164.047346,Household,231.0526,OUT017,2017,,NO,Tier 2,Carrefour,1824.526
FDR24,17.35,Regular,0.063332198,111.74193,Baking Goods,157.383,OUT017,2017,,NO,Tier 2,Carrefour,1438.362
NCS42,8.6,Low Fat,0.069934115,112.545366,Household,158.5146,OUT017,2017,,NO,Tier 2,Carrefour,909.7168
FDL40,17.7,Low Fat,0.011785463,116.82411,Frozen Foods,164.541,OUT018,2019,Medium,NO,Tier 3,C-Town,2400.443
FDD47,7.6,Regular,0.142535775,170.360808,Starchy Foods,239.9448,OUT046,2007,Small,NO,Tier 1,Carrefour,3929.7856
DRE03,19.6,Low Fat,0.024351902,82.907978,Dairy,116.7718,OUT046,2007,Small,NO,Tier 1,Carrefour,416.359
NCM18,,Low Fat,0.082565705,91.816774,Household,129.3194,OUT027,1995,Medium,NO,Tier 3,Cozmo,2223.3402
FDF52,9.3,Low Fat,0.067043731,179.082732,Frozen Foods,252.2292,OUT045,2012,,NO,Tier 2,Carrefour,1821.8628
NCG43,20.2,Low Fat,0.074515007,113.206802,Household,159.4462,OUT045,2012,,NO,Tier 2,Carrefour,2123.4702
FDE20,11.35,Regular,0.005655516,169.81709,Fruits and Vegetables,239.179,OUT046,2007,Small,NO,Tier 1,Carrefour,5103.591
FDI33,16.5,Low Fat,0.028704565,112.403366,Snack Foods,158.3146,OUT017,2017,,NO,Tier 2,Carrefour,2734.0088
NCT06,17.1,Low Fat,0.038830317,165.489782,Household,233.0842,OUT013,1997,High,NO,Tier 3,Carrefour,2500.9788
FDY24,4.88,Regular,0,86.002158,Baking Goods,121.1298,OUT035,2014,Small,NO,Tier 2,Carrefour,988.947
FDZ33,10.195,Low Fat,0.108129532,153.862396,Snack Foods,216.7076,OUT017,2017,,NO,Tier 2,Carrefour,1510.2684
FDJ55,12.8,Regular,0.023751808,206.780684,Meat,291.2404,OUT018,2019,Medium,NO,Tier 3,C-Town,2655.4444
FDE45,,Low Fat,0.070785449,176.364142,Fruits and Vegetables,248.4002,OUT019,1995,Small,NO,Tier 1,Family Basket,896.4008
FDD44,8.05,Regular,0.078844835,231.860866,Fruits and Vegetables,326.5646,OUT018,2019,Medium,NO,Tier 3,C-Town,3271.9752
FDD10,20.6,reg,0.046333155,174.684424,Snack Foods,246.0344,OUT018,2019,Medium,NO,Tier 3,C-Town,1785.9096
FDA39,6.32,Low Fat,0.012894753,76.667362,Meat,107.9822,OUT018,2019,Medium,NO,Tier 3,C-Town,258.5644
